id;the_geom;OBJECTID;Layer;Ten;Be_rong_du;Chieudai;START1;END;GHICHU;QUAN;ID;TGP;IDD;DIEM_DAU;DIEM_CUOI;KC_MDUONG;KC_VHT;KC_VHP;KC_PCG;CL_4LANXE;CL_KDPCDB;CL_KDPCTD;KC_MD;KC_VH;SL_BD;SL_CN;SL_EXCEL;GHI_CHU;NAM_XD;NAM_DUYTU;Shape_Leng
Tim_duong.1;MULTILINESTRING ((523232.8098261254 1774750.2344585229, 523248.86141927727 1774749.595924152, 523270.188355702 1774748.6348874532, 523289.91125758365 1774748.7269523721, 523306.5732714031 1774750.9766360596, 523313.56080923695 1774751.0611509793, 523326.776641869 1774752.4814482871, 523327.87490630243 1774752.5982803982, 523341.4040789632 1774754.036700027));1;;;3.5;91.6376;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
